review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes,clean_tokens,vader_compound,vader_pos,vader_neu,vader_neg,sentiment_label,dominant_emotion
REV00494,Sports & Outdoors,Cycling Helmet,Best purchase I've made this year. The packaging was neat and nothing was damaged. ❤️ but the delivery experience could definitely be better.,5,2024-03-02,True,1,best purchase ive made year packaging neat nothing damaged delivery experience could definitely better,0.9136,0.419,0.581,0.0,Positive,Anticipation
REV00782,Home & Kitchen,Air Fryer,"Exceeded my expectations. Delivery was super fast, arrived a day early. ❤️",5,2024-01-12,True,0,exceeded expectation delivery super fast arrived day early,0.5994,0.245,0.755,0.0,Positive,Anticipation
REV01121,Sports & Outdoors,Camping Tent,I'm so impressed with the quality. It looks even better than the pictures online. 🔥,5,2024-12-27,False,0,impressed quality look even better picture online,0.5984,0.304,0.58,0.116,Positive,None Detected
REV00928,Beauty & Personal Care,Lip Balm Set,Exceeded my expectations. The packaging was neat and nothing was damaged. 👍,5,2024-02-09,False,0,exceeded expectation packaging neat nothing damaged,0.6604,0.33,0.67,0.0,Positive,Anticipation
REV00056,Fashion,Cotton T-Shirt,"It's an okay product, nothing special. Some features could be improved in future versions.",3,2024-01-13,True,0,okay product nothing special feature could improved future version,0.4102,0.274,0.602,0.124,Positive,Joy
REV00351,Home & Kitchen,Blender,Works like a charm. My family loves it just as much as I do. ❤️,4,2024-05-01,True,0,work like charm family love much,0.836,0.406,0.594,0.0,Positive,Joy
REV00941,Books & Media,Cookbook,fantastic value for the price. the packaging was neat and nothing was damaged. 😊,5,2025-04-27,False,6,fantastic value price packaging neat nothing damaged,0.8985,0.499,0.415,0.086,Positive,None Detected
REV00772,Books & Media,Biography,"Exceeded my expectations. Delivery was super fast, arrived a day early. ✨",4,2024-12-27,True,0,exceeded expectation delivery super fast arrived day early,0.7351,0.383,0.617,0.0,Positive,Anticipation
REV00040,Sports & Outdoors,Cycling Helmet,I'm so impressed with the quality. Setup was simple and took less than five minutes. 🔥 even though customer service was slow to respond.,4,2025-01-27,True,0,impressed quality setup simple took less five minute even though customer service slow respond,0.2484,0.122,0.792,0.086,Positive,None Detected
REV00523,Home & Kitchen,Non-Stick Pan Set,Couldn't be happier with this purchase. The build quality feels premium and sturdy. 👍,5,2024-12-30,True,2,couldnt happier purchase build quality feel premium sturdy,-0.4168,0.0,0.835,0.165,Negative,None Detected
REV01289,Beauty & Personal Care,Moisturizer Cream,Highly recommend this to everyone. The packaging was neat and nothing was damaged. ❤️,5,2024-08-19,True,2,highly recommend everyone packaging neat nothing damaged,0.8019,0.406,0.594,0.0,Positive,Trust
REV01678,Home & Kitchen,Non-Stick Pan Set,"Average quality for the price. Packaging was standard, nothing memorable. 🙂",3,2024-04-20,True,0,average quality price packaging standard nothing memorable,-0.3101,0.0,0.841,0.159,Negative,Joy
REV00305,Home & Kitchen,Blender,couldn't be happier with this purchase. the color and finish look great in person. 🔥,4,2025-10-10,False,3,couldnt happier purchase color finish look great person,-0.0196,0.193,0.564,0.243,Neutral,None Detected
REV00216,Books & Media,Cookbook,This was a complete waste of time. The stitching came apart almost immediately. 😢,2,2025-02-25,False,4,complete waste time stitching came apart almost immediately,-0.683,0.0,0.698,0.302,Negative,Anticipation
REV01396,Fashion,Leather Wallet,"Best purchase I've made this year. Delivery was super fast, arrived a day early.",5,2025-03-12,True,11,best purchase ive made year delivery super fast arrived day early,0.8442,0.403,0.597,0.0,Positive,None Detected
REV00539,Electronics,Smartwatch,This is exactly what I needed. The color and finish look great in person.,4,2025-05-19,True,3,exactly needed color finish look great person,0.6249,0.24,0.76,0.0,Positive,None Detected
REV01603,Fashion,Sunglasses,Works like a charm. My family loves it just as much as I do. 🔥,5,2025-10-15,True,5,work like charm family love much,0.7579,0.399,0.493,0.108,Positive,Joy
REV01262,Fashion,Sunglasses,A decent option if you're on a budget. I might consider other brands next time. 🙂,3,2024-08-24,True,1,decent option youre budget might consider brand next time,0.4033,0.137,0.863,0.0,Positive,Trust
REV01401,Books & Media,Comic Collection,Highly recommend this to everyone. The color and finish look great in person. 😊,5,2025-09-15,True,7,highly recommend everyone color finish look great person,0.9168,0.479,0.521,0.0,Positive,Trust
REV01113,Sports & Outdoors,Yoga Mat,Not worth the money at all. Customer support never replied to my emails. 👎,1,2024-07-11,True,1,not worth money customer support never replied email,0.2579,0.155,0.749,0.096,Positive,Anger
REV01659,Sports & Outdoors,Camping Tent,"Works like a charm. Delivery was super fast, arrived a day early. ✨",4,2025-02-14,True,0,work like charm delivery super fast arrived day early,0.886,0.559,0.441,0.0,Positive,None Detected
REV00269,Beauty & Personal Care,Face Serum,This is exactly what I needed. Customer service was quick to respond when I had a question. 👍,5,2024-10-19,False,0,exactly needed customer service quick respond question,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01063,Beauty & Personal Care,Lip Balm Set,"Best purchase I've made this year. Delivery was super fast, arrived a day early.",5,2025-09-04,True,3,best purchase ive made year delivery super fast arrived day early,0.8442,0.403,0.597,0.0,Positive,None Detected
REV00153,Home & Kitchen,Bedsheet Set,Highly recommend this to everyone. The color and finish look great in person. 🔥,5,2024-10-22,True,11,highly recommend everyone color finish look great person,0.6697,0.34,0.542,0.118,Positive,Trust
REV00080,Home & Kitchen,Non-Stick Pan Set,"It's fine, meets basic expectations. Good enough for occasional use. 🤷",3,2025-10-04,True,3,fine meet basic expectation good enough occasional use,0.5719,0.32,0.68,0.0,Positive,Anticipation
REV01454,Electronics,Wireless Earbuds,Exceeded my expectations. It's comfortable and fits perfectly. 🔥,5,2025-07-25,False,0,exceeded expectation comfortable fit perfectly,0.7269,0.472,0.377,0.151,Positive,Anticipation
REV01266,Fashion,Leather Wallet,"five stars, no doubt. delivery was super fast, arrived a day early. 😊",5,2025-07-23,True,5,five star doubt delivery super fast arrived day early,0.9003,0.48,0.52,0.0,Positive,Anticipation
REV01619,Sports & Outdoors,Water Bottle,Average quality for the price. It's comparable to other products in this price range. 🤷,3,2024-11-01,False,9,average quality price comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00845,Books & Media,Cookbook,"five stars, no doubt. the packaging was neat and nothing was damaged. ✨",4,2025-03-19,True,4,five star doubt packaging neat nothing damaged,0.6761,0.407,0.487,0.106,Positive,Trust
REV00390,Books & Media,Fiction Novel,Absolutely loved this product! The color and finish look great in person. ❤️,5,2025-06-20,True,3,absolutely loved product color finish look great person,0.862,0.417,0.583,0.0,Positive,None Detected
REV00346,Fashion,Sunglasses,Exceeded my expectations. Customer service was quick to respond when I had a question. 🔥,4,2025-11-06,True,1,exceeded expectation customer service quick respond question,-0.34,0.0,0.854,0.146,Negative,Anticipation
REV00175,Home & Kitchen,Bedsheet Set,This is exactly what I needed. It's comfortable and fits perfectly. ❤️,4,2024-08-18,True,2,exactly needed comfortable fit perfectly,0.8176,0.405,0.595,0.0,Positive,None Detected
REV01731,Fashion,Denim Jacket,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3,2025-11-15,True,0,work described complaint excitement design simple functional,0.5886,0.309,0.606,0.085,Positive,Anger
REV00025,Sports & Outdoors,Camping Tent,Exceeded my expectations. Customer service was quick to respond when I had a question. ❤️ although the price is a bit high for what you get.,4,2025-12-04,True,0,exceeded expectation customer service quick respond question although price bit high get,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV01580,Fashion,Cotton T-Shirt,This is exactly what I needed. My family loves it just as much as I do. 🔥 although the price is a bit high for what you get.,5,2025-03-13,True,1,exactly needed family love much although price bit high get,0.3182,0.115,0.81,0.075,Positive,Joy
REV00695,Sports & Outdoors,Water Bottle,This is exactly what I needed. The color and finish look great in person. ❤️,5,2024-12-18,False,1,exactly needed color finish look great person,0.6249,0.215,0.785,0.0,Positive,None Detected
REV00120,Fashion,Leather Wallet,"FIVE STARS, NO DOUBT. THE BUILD QUALITY FEELS PREMIUM AND STURDY. 🔥 ALTHOUGH IT TOOK LONGER TO ARRIVE THAN PROMISED.",5,2025-10-27,True,0,five star doubt build quality feel premium sturdy although took longer arrive promised,0.4484,0.232,0.61,0.158,Positive,None Detected
REV01083,Books & Media,Cookbook,This is exactly what I needed. Setup was simple and took less than five minutes. ✨,4,2024-07-25,False,11,exactly needed setup simple took less five minute,0.3182,0.133,0.867,0.0,Positive,None Detected
REV00263,Beauty & Personal Care,Hair Dryer,Exceeded my expectations. The build quality feels premium and sturdy. 👍,5,2025-05-15,False,1,exceeded expectation build quality feel premium sturdy,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00571,Electronics,Wireless Earbuds,Highly recommend this to everyone. It's comfortable and fits perfectly. ✨,5,2024-07-02,True,1,highly recommend everyone comfortable fit perfectly,0.9117,0.643,0.357,0.0,Positive,Trust
REV01693,Books & Media,Comic Collection,I regret buying this. It stopped working after just one week. 😢,1,2025-05-31,True,6,regret buying stopped working one week,-0.7783,0.0,0.562,0.438,Negative,Sadness
REV01193,Fashion,Running Shoes,"Best purchase I've made this year. Delivery was super fast, arrived a day early. ✨",4,2025-03-22,True,2,best purchase ive made year delivery super fast arrived day early,0.886,0.464,0.536,0.0,Positive,None Detected
REV00082,Home & Kitchen,Blender,Works like a charm. Setup was simple and took less than five minutes. 👍,5,2024-04-27,True,2,work like charm setup simple took less five minute,0.6369,0.286,0.714,0.0,Positive,None Detected
REV01535,Books & Media,Self-Help Book,A decent option if you're on a budget. The design is simple but functional. 🤷,3,2025-11-05,False,3,decent option youre budget design simple functional,0.0,0.0,1.0,0.0,Neutral,Trust
REV00739,Home & Kitchen,Electric Kettle,I'm so impressed with the quality. The build quality feels premium and sturdy.,5,2024-02-06,False,4,impressed quality build quality feel premium sturdy,0.5256,0.22,0.78,0.0,Positive,None Detected
REV01649,Books & Media,Kids Story Set,Works like a charm. Setup was simple and took less than five minutes. ✨,5,2025-07-28,False,0,work like charm setup simple took less five minute,0.7579,0.405,0.595,0.0,Positive,None Detected
REV01780,Books & Media,Cookbook,Not worth the money at all. The stitching came apart almost immediately. 💔,1,2024-12-27,True,1,not worth money stitching came apart almost immediately,0.1151,0.203,0.566,0.231,Positive,Anticipation
REV00114,Books & Media,Cookbook,Best purchase I've made this year. It's comfortable and fits perfectly. 😊,5,2025-05-12,True,1,best purchase ive made year comfortable fit perfectly,0.9565,0.617,0.383,0.0,Positive,None Detected
REV00265,Books & Media,Comic Collection,Not worth the money at all. It arrived late and the box was damaged. 😢,1,2025-06-19,True,6,not worth money arrived late box damaged,-0.7695,0.0,0.629,0.371,Negative,Anger
REV00436,Home & Kitchen,Air Fryer,Exceeded my expectations. Battery life lasts way longer than advertised. ❤️,4,2025-11-19,True,0,exceeded expectation battery life last way longer advertised,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00084,Books & Media,Cookbook,Exceeded my expectations. It looks even better than the pictures online. 🔥 although it took longer to arrive than promised.,4,2025-12-18,True,0,exceeded expectation look even better picture online although took longer arrive promised,0.4588,0.218,0.685,0.097,Positive,Anticipation
REV00093,Sports & Outdoors,Water Bottle,A decent option if you're on a budget. There are better alternatives but this works fine too.,3,2025-11-01,True,3,decent option youre budget better alternative work fine,0.4854,0.217,0.783,0.0,Positive,Trust
REV00302,Beauty & Personal Care,Electric Trimmer,"It's fine, meets basic expectations. It's comparable to other products in this price range. 🤷",3,2025-03-30,False,0,fine meet basic expectation comparable product price range,0.2023,0.107,0.893,0.0,Positive,Anticipation
REV00020,Beauty & Personal Care,Hair Dryer,I'm so impressed with the quality. Setup was simple and took less than five minutes. 👍,5,2025-05-29,False,1,impressed quality setup simple took less five minute,0.5256,0.175,0.825,0.0,Positive,None Detected
REV00186,Beauty & Personal Care,Moisturizer Cream,Very frustrating experience overall. It stopped working after just one week. 👎,2,2025-02-19,True,0,frustrating experience overall stopped working one week,-0.624,0.0,0.684,0.316,Negative,None Detected
REV00228,Home & Kitchen,Non-Stick Pan Set,One of the worst products I've bought online. The stitching came apart almost immediately. 💔,2,2024-03-10,True,2,one worst product ive bought online stitching came apart almost immediately,-0.4562,0.165,0.545,0.29,Negative,Anticipation
REV01234,Beauty & Personal Care,Hair Dryer,This is exactly what I needed. It looks even better than the pictures online.,4,2024-03-11,True,0,exactly needed look even better picture online,0.4404,0.182,0.818,0.0,Positive,None Detected
REV00334,Books & Media,Comic Collection,Does the job but nothing extraordinary. Shipping took the standard amount of time. 🙂,3,2024-08-05,False,0,job nothing extraordinary shipping took standard amount time,0.5515,0.192,0.808,0.0,Positive,Anticipation
REV01256,Beauty & Personal Care,Sunscreen Lotion,Not worth the money at all. The stitching came apart almost immediately. 💔,1,2025-02-03,True,6,not worth money stitching came apart almost immediately,0.1151,0.203,0.566,0.231,Positive,Anticipation
REV00509,Home & Kitchen,Blender,"Average quality for the price. Packaging was standard, nothing memorable. 🙂",3,2024-05-31,True,2,average quality price packaging standard nothing memorable,-0.3101,0.0,0.841,0.159,Negative,Joy
REV01453,Fashion,Sunglasses,Works like a charm. The build quality feels premium and sturdy.,4,2024-08-23,True,0,work like charm build quality feel premium sturdy,0.6369,0.366,0.634,0.0,Positive,None Detected
REV00315,Sports & Outdoors,Resistance Bands,This was a complete waste of time. The material feels cheap and flimsy. 💔,1,2024-09-14,True,0,complete waste time material feel cheap flimsy,-0.1779,0.19,0.543,0.267,Negative,Disgust
REV01687,Books & Media,Fiction Novel,"It works as described, no complaints, no excitement. It's comparable to other products in this price range. 🤷",3,2024-11-03,True,3,work described complaint excitement comparable product price range,0.1326,0.182,0.703,0.115,Positive,Anger
REV00552,Fashion,Backpack,Highly recommend this to everyone. The packaging was neat and nothing was damaged. 🔥,5,2025-10-23,True,7,highly recommend everyone packaging neat nothing damaged,0.8495,0.506,0.494,0.0,Positive,Trust
REV00672,Fashion,Sunglasses,Absolutely loved this product! My family loves it just as much as I do. 😊 but I wish it came in more color options.,5,2024-04-27,True,3,absolutely loved product family love much wish came color option,0.8954,0.357,0.643,0.0,Positive,Joy
REV01263,Electronics,Smartwatch,Fantastic value for the price. The packaging was neat and nothing was damaged. ✨,5,2024-02-07,True,0,fantastic value price packaging neat nothing damaged,0.8571,0.51,0.402,0.088,Positive,None Detected
REV01162,Fashion,Sunglasses,Absolutely loved this product! It's comfortable and fits perfectly. 🔥 but the delivery experience could definitely be better.,4,2024-02-19,True,1,absolutely loved product comfortable fit perfectly delivery experience could definitely better,0.9237,0.523,0.418,0.059,Positive,Anticipation
REV01050,Beauty & Personal Care,Moisturizer Cream,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 😊,5,2025-08-03,True,1,couldnt happier purchase comfortable fit perfectly,0.8939,0.495,0.403,0.102,Positive,None Detected
REV01205,Sports & Outdoors,Dumbbell Set,Works like a charm. Battery life lasts way longer than advertised. 😊,5,2025-06-13,True,1,work like charm battery life last way longer advertised,0.8807,0.483,0.517,0.0,Positive,None Detected
REV00308,Sports & Outdoors,Water Bottle,Best purchase I've made this year. My family loves it just as much as I do. 😊,5,2024-06-30,True,7,best purchase ive made year family love much,0.9313,0.45,0.55,0.0,Positive,Joy
REV00923,Beauty & Personal Care,Sunscreen Lotion,HIGHLY RECOMMEND THIS TO EVERYONE. MY FAMILY LOVES IT JUST AS MUCH AS I DO. ❤️,5,2025-07-13,True,0,highly recommend everyone family love much,0.8655,0.367,0.633,0.0,Positive,None Detected
REV01183,Electronics,Bluetooth Speaker,Exceeded my expectations. It's comfortable and fits perfectly. ✨,4,2025-08-03,True,0,exceeded expectation comfortable fit perfectly,0.8689,0.62,0.38,0.0,Positive,Anticipation
REV01548,Books & Media,Cookbook,"It's fine, meets basic expectations. It does what it says, just don't expect much extra. 🤷",3,2024-08-13,True,3,fine meet basic expectation say dont expect much extra,0.2023,0.101,0.899,0.0,Positive,Anticipation
REV01496,Electronics,Power Bank,"It's exactly what was advertised, nothing more. Packaging was standard, nothing memorable. 🙂",3,2024-08-12,True,4,exactly advertised nothing packaging standard nothing memorable,-0.3101,0.0,0.861,0.139,Negative,Joy
REV00018,Sports & Outdoors,Yoga Mat,Absolutely loved this product! It's comfortable and fits perfectly. 😊,5,2025-02-14,False,4,absolutely loved product comfortable fit perfectly,0.9583,0.666,0.334,0.0,Positive,None Detected
REV00068,Home & Kitchen,Blender,Absolutely loved this product! It's comfortable and fits perfectly. 🔥 although the price is a bit high for what you get.,5,2025-06-05,True,1,absolutely loved product comfortable fit perfectly although price bit high get,0.8906,0.382,0.542,0.076,Positive,None Detected
REV01642,Fashion,Leather Wallet,"Exceeded my expectations. Delivery was super fast, arrived a day early.",5,2025-06-09,True,6,exceeded expectation delivery super fast arrived day early,0.5994,0.281,0.719,0.0,Positive,Anticipation
REV01586,Home & Kitchen,Blender,Exceeded my expectations. Customer service was quick to respond when I had a question. 👍,5,2025-06-03,True,0,exceeded expectation customer service quick respond question,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00722,Sports & Outdoors,Water Bottle,"Works like a charm. Delivery was super fast, arrived a day early. 👍",5,2024-11-17,True,1,work like charm delivery super fast arrived day early,0.8442,0.453,0.547,0.0,Positive,None Detected
REV00113,Sports & Outdoors,Resistance Bands,Average quality for the price. It's comparable to other products in this price range. 🤷,3,2024-11-13,True,0,average quality price comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01688,Electronics,USB-C Hub,Best purchase I've made this year. Setup was simple and took less than five minutes. ❤️,5,2025-08-11,True,4,best purchase ive made year setup simple took less five minute,0.6369,0.208,0.792,0.0,Positive,None Detected
REV00517,Home & Kitchen,Vacuum Cleaner,"It's exactly what was advertised, nothing more. Shipping took the standard amount of time. 🙂",3,2025-03-10,True,0,exactly advertised nothing shipping took standard amount time,0.4033,0.145,0.855,0.0,Positive,Anticipation
REV01779,Fashion,Running Shoes,"It's exactly what was advertised, nothing more. Packaging was standard, nothing memorable. 🤷",3,2025-10-14,False,2,exactly advertised nothing packaging standard nothing memorable,0.0,0.0,1.0,0.0,Neutral,Joy
REV01127,Books & Media,Cookbook,Exceeded my expectations. My family loves it just as much as I do. 🔥,5,2024-09-09,True,5,exceeded expectation family love much,0.3182,0.204,0.663,0.133,Positive,Anticipation
REV00416,Books & Media,Self-Help Book,Average quality for the price. It's comparable to other products in this price range. 🙂,3,2025-03-29,True,1,average quality price comparable product price range,0.4033,0.145,0.855,0.0,Positive,None Detected
REV01512,Sports & Outdoors,Dumbbell Set,Fantastic value for the price. My family loves it just as much as I do. 🔥,5,2024-01-24,True,1,fantastic value price family love much,0.8074,0.402,0.498,0.1,Positive,Joy
REV01498,Sports & Outdoors,Water Bottle,ONE OF THE WORST PRODUCTS I'VE BOUGHT ONLINE. I FOUND SCRATCHES ON IT RIGHT OUT OF THE PACKAGING. 😢,2,2024-01-07,True,6,one worst product ive bought online found scratch right packaging,-0.8374,0.0,0.694,0.306,Negative,None Detected
REV00264,Home & Kitchen,Air Fryer,WORKS LIKE A CHARM. THE PACKAGING WAS NEAT AND NOTHING WAS DAMAGED. 👍,4,2025-07-31,True,0,work like charm packaging neat nothing damaged,0.9238,0.572,0.428,0.0,Positive,None Detected
REV01701,Sports & Outdoors,Camping Tent,I REGRET BUYING THIS. THE MATERIAL FEELS CHEAP AND FLIMSY. 👎,1,2025-02-24,True,0,regret buying material feel cheap flimsy,-0.5473,0.0,0.757,0.243,Negative,None Detected
REV00847,Fashion,Cotton T-Shirt,Fantastic value for the price. Setup was simple and took less than five minutes. 😊,4,2024-01-06,True,0,fantastic value price setup simple took less five minute,0.9001,0.444,0.556,0.0,Positive,None Detected
REV00292,Books & Media,Fiction Novel,I'm so impressed with the quality. The build quality feels premium and sturdy. ❤️,4,2024-04-17,True,1,impressed quality build quality feel premium sturdy,0.5256,0.195,0.805,0.0,Positive,None Detected
REV01288,Electronics,Smartwatch,"It works as described, no complaints, no excitement. It's a bit bulkier than I expected.",3,2024-01-24,True,3,work described complaint excitement bit bulkier expected,0.1326,0.221,0.639,0.14,Positive,Anticipation
REV00252,Beauty & Personal Care,Sunscreen Lotion,"Not bad, but not great either. The design is simple but functional. 🤷",3,2025-09-20,True,5,not bad not great either design simple functional,-0.5448,0.105,0.653,0.242,Negative,Anger
REV00606,Sports & Outdoors,Camping Tent,"I'm so impressed with the quality. Delivery was super fast, arrived a day early. ✨",4,2025-08-29,True,1,impressed quality delivery super fast arrived day early,0.8622,0.444,0.556,0.0,Positive,None Detected
REV01439,Beauty & Personal Care,Electric Trimmer,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ✨ although it took longer to arrive than promised.,4,2024-06-28,True,0,couldnt happier purchase packaging neat nothing damaged although took longer arrive promised,0.4885,0.258,0.587,0.155,Positive,Anticipation
REV01026,Sports & Outdoors,Dumbbell Set,Best purchase I've made this year. Battery life lasts way longer than advertised. 😊,4,2024-11-24,True,1,best purchase ive made year battery life last way longer advertised,0.8807,0.405,0.595,0.0,Positive,None Detected
REV01574,Electronics,Smartwatch,Highly recommend this to everyone. Customer service was quick to respond when I had a question. 👍,5,2025-04-13,True,3,highly recommend everyone customer service quick respond question,0.4201,0.141,0.859,0.0,Positive,Trust
REV01400,Beauty & Personal Care,Face Serum,Highly recommend this to everyone. The build quality feels premium and sturdy. 😊,5,2025-07-30,True,0,highly recommend everyone build quality feel premium sturdy,0.8313,0.386,0.614,0.0,Positive,Trust
REV00381,Fashion,Running Shoes,I regret buying this. The material feels cheap and flimsy. 💔,2,2024-02-02,True,1,regret buying material feel cheap flimsy,-0.1779,0.22,0.471,0.309,Negative,Sadness
REV01608,Books & Media,Self-Help Book,"It's an okay product, nothing special. Some features could be improved in future versions. 🤷",3,2024-04-08,True,0,okay product nothing special feature could improved future version,0.4102,0.247,0.642,0.111,Positive,Joy
REV00968,Sports & Outdoors,Yoga Mat,Best purchase I've made this year. Customer service was quick to respond when I had a question.,5,2025-06-20,True,4,best purchase ive made year customer service quick respond question,0.6369,0.208,0.792,0.0,Positive,None Detected
REV00368,Sports & Outdoors,Water Bottle,Absolutely loved this product! The packaging was neat and nothing was damaged. 😊,4,2025-01-04,True,6,absolutely loved product packaging neat nothing damaged,0.8863,0.471,0.438,0.091,Positive,None Detected
REV00403,Books & Media,Comic Collection,This is exactly what I needed. My family loves it just as much as I do. ✨,4,2025-05-02,True,4,exactly needed family love much,0.7184,0.286,0.714,0.0,Positive,Joy
REV00679,Home & Kitchen,Bedsheet Set,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 😊 but the delivery experience could definitely be better.,5,2025-08-05,True,1,couldnt happier purchase battery life last way longer advertised delivery experience could definitely better,0.8595,0.332,0.612,0.055,Positive,Anticipation
REV01664,Beauty & Personal Care,Lip Balm Set,this is exactly what i needed. the packaging was neat and nothing was damaged. 😊,5,2025-11-30,True,2,exactly needed packaging neat nothing damaged,0.7119,0.325,0.579,0.096,Positive,None Detected
REV01027,Electronics,Bluetooth Speaker,Really disappointed with this purchase. It doesn't match the pictures shown online at all. 😡,2,2024-06-22,True,8,really disappointed purchase doesnt match picture shown online,-0.5256,0.0,0.816,0.184,Negative,Anger
REV01120,Electronics,Power Bank,I regret buying this. Customer support never replied to my emails.,1,2025-02-05,True,0,regret buying customer support never replied email,-0.0258,0.186,0.621,0.193,Neutral,Sadness
REV00900,Electronics,USB-C Hub,I regret buying this. It arrived late and the box was damaged. 👎,1,2024-09-04,True,0,regret buying arrived late box damaged,-0.6908,0.0,0.678,0.322,Negative,Sadness
REV00536,Books & Media,Kids Story Set,Does the job but nothing extraordinary. The design is simple but functional. 🙂,3,2024-08-26,False,0,job nothing extraordinary design simple functional,0.5515,0.203,0.797,0.0,Positive,None Detected
REV00952,Home & Kitchen,Electric Kettle,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged.,5,2024-12-08,True,0,couldnt happier purchase packaging neat nothing damaged,0.3879,0.282,0.573,0.145,Positive,None Detected
REV00980,Fashion,Leather Wallet,Highly recommend this to everyone. The build quality feels premium and sturdy. ✨,5,2025-03-04,False,4,highly recommend everyone build quality feel premium sturdy,0.624,0.316,0.684,0.0,Positive,Trust
REV00497,Fashion,Denim Jacket,A decent option if you're on a budget. There are better alternatives but this works fine too.,3,2025-03-03,False,2,decent option youre budget better alternative work fine,0.4854,0.217,0.783,0.0,Positive,Trust
REV01679,Sports & Outdoors,Yoga Mat,Absolutely loved this product! It looks even better than the pictures online. ❤️,5,2025-02-12,True,1,absolutely loved product look even better picture online,0.8118,0.381,0.619,0.0,Positive,None Detected
REV00460,Sports & Outdoors,Yoga Mat,Couldn't be happier with this purchase. My family loves it just as much as I do.,5,2025-08-04,True,0,couldnt happier purchase family love much,0.2321,0.181,0.684,0.136,Positive,Joy
REV01309,Books & Media,Comic Collection,"Fantastic value for the price. Delivery was super fast, arrived a day early. ✨",4,2024-12-04,True,0,fantastic value price delivery super fast arrived day early,0.9042,0.55,0.45,0.0,Positive,None Detected
REV00212,Fashion,Cotton T-Shirt,Really disappointed with this purchase. The size was completely different from what was described. 👎,2,2024-04-25,True,2,really disappointed purchase size completely different described,-0.5256,0.0,0.816,0.184,Negative,Anger
REV00938,Fashion,Backpack,Highly recommend this to everyone. Customer service was quick to respond when I had a question. 🔥,5,2024-12-22,True,2,highly recommend everyone customer service quick respond question,0.101,0.138,0.743,0.119,Positive,Trust
REV01435,Home & Kitchen,Vacuum Cleaner,Average quality for the price. It's comparable to other products in this price range.,3,2025-01-16,False,1,average quality price comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00174,Books & Media,Kids Story Set,I'm so impressed with the quality. The packaging was neat and nothing was damaged. ❤️,5,2025-07-23,True,0,impressed quality packaging neat nothing damaged,0.8316,0.404,0.596,0.0,Positive,None Detected
REV00193,Home & Kitchen,Air Fryer,"Best purchase I've made this year. Delivery was super fast, arrived a day early. 👍",5,2025-09-03,True,4,best purchase ive made year delivery super fast arrived day early,0.8442,0.367,0.633,0.0,Positive,None Detected
REV00143,Home & Kitchen,Vacuum Cleaner,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. 👍,4,2024-06-12,True,0,couldnt happier purchase packaging neat nothing damaged,0.3879,0.255,0.614,0.131,Positive,None Detected
REV01437,Fashion,Denim Jacket,Exceeded my expectations. Customer service was quick to respond when I had a question. ✨,5,2025-04-01,True,1,exceeded expectation customer service quick respond question,0.3182,0.141,0.859,0.0,Positive,Anticipation
REV01217,Fashion,Running Shoes,Best purchase I've made this year. Setup was simple and took less than five minutes. ❤️,5,2024-11-13,True,1,best purchase ive made year setup simple took less five minute,0.6369,0.208,0.792,0.0,Positive,None Detected
REV01426,Home & Kitchen,Blender,This is exactly what I needed. The color and finish look great in person. ❤️,5,2024-02-20,True,0,exactly needed color finish look great person,0.6249,0.215,0.785,0.0,Positive,None Detected
REV00230,Home & Kitchen,Air Fryer,This was a complete waste of time. It arrived late and the box was damaged.,1,2025-10-27,True,0,complete waste time arrived late box damaged,-0.6908,0.0,0.695,0.305,Negative,Disgust
REV00570,Home & Kitchen,Air Fryer,Exceeded my expectations. It's comfortable and fits perfectly. 😊 but the delivery experience could definitely be better.,4,2025-12-27,True,2,exceeded expectation comfortable fit perfectly delivery experience could definitely better,0.9343,0.518,0.482,0.0,Positive,Anticipation
REV00759,Electronics,USB-C Hub,"Five stars, no doubt. The color and finish look great in person. ❤️",5,2024-10-28,True,6,five star doubt color finish look great person,0.7359,0.341,0.659,0.0,Positive,Trust
REV01242,Electronics,Wireless Earbuds,Highly recommend this to everyone. Customer service was quick to respond when I had a question.,5,2025-06-27,True,0,highly recommend everyone customer service quick respond question,0.4201,0.157,0.843,0.0,Positive,Trust
REV00598,Sports & Outdoors,Resistance Bands,Not worth the money at all. The material feels cheap and flimsy. 💔,1,2024-04-14,False,6,not worth money material feel cheap flimsy,0.1114,0.21,0.551,0.239,Positive,Anger
